r,h,"FC1,2","FC2,1","FC2,2",FCsum,,,,,
2.5,4.4,5.89193,-8.36987,25.80276,9.04584,,,,,
2.5,4.45,5.97858,-8.49117,26.184,9.16715,,,,,
2.5,4.5,6.0479,-8.61247,26.54791,9.30578,,,,,
2.5,4.55,6.13454,-8.7511,26.9638,9.42708,,,,,
2.5,4.6,6.22119,-8.87241,27.31038,9.54839,,,,,
2.5,4.65,6.30784,-8.99371,27.67429,9.66969,,,,,
2.5,4.7,6.39448,-9.11501,28.03819,9.791,,,,,
2.5,4.75,6.48113,-9.23631,28.43676,9.92963,,,,,
2.5,4.8,6.56777,-9.37495,28.80067,10.05094,,,,,
2.5,4.85,6.63709,-9.47892,29.19923,10.2069,,,,,
2.5,4.9,6.74107,-9.63488,29.5978,10.3282,,,,,
2.5,4.95,6.82771,-9.75618,29.97903,10.44951,,,,,
2.5,5,6.8797,-9.87748,30.36027,10.58814,,,,,
2.6,1.5,1.75025,-2.40872,7.48609,2.6687,,,,,
2.6,1.55,1.81957,-2.49536,7.78069,2.77267,,,,,
2.6,1.6,1.88889,-2.58201,8.07528,2.89397,,,,,
2.6,1.65,1.9582,-2.68598,8.3872,2.98062,,,,,
2.6,1.7,2.02752,-2.77263,8.68179,3.10193,,,,,
2.6,1.75,2.09684,-2.8766,8.99371,3.2059,,,,,
2.6,1.8,2.16615,-2.9979,9.30563,3.30988,,,,,
2.6,1.85,2.2528,-3.08455,9.61755,3.43118,,,,,
2.6,1.9,2.30479,-3.18852,9.92947,3.53516,,,,,
2.6,1.95,2.3741,-3.27517,10.22406,3.65646,,,,,
2.6,2,2.46075,-3.39647,10.55331,3.76043,,,,,
2.6,2.05,2.53007,-3.50044,10.88256,3.86441,,,,,
2.6,2.1,2.61671,-3.58709,11.19448,4.00304,,,,,
2.6,2.15,2.6687,-3.70839,11.52373,4.08969,,,,,
2.6,2.2,2.75535,-3.81236,11.83565,4.21099,,,,,
2.6,2.25,2.84199,-3.89901,12.1649,4.3323,,,,,
2.6,2.3,2.89398,-4.02031,12.51148,4.4536,,,,,
2.6,2.35,2.98063,-4.12428,12.8234,4.55758,,,,,
2.6,2.4,3.04994,-4.22826,13.15265,4.67888,,,,,
2.6,2.45,3.13659,-4.33223,13.49923,4.80019,,,,,
2.6,2.5,3.22324,-4.45353,13.84581,4.92149,,,,,
2.6,2.55,3.29255,-4.57483,14.17506,5.02547,,,,,
2.6,2.6,3.3792,-4.66148,14.50431,5.14677,,,,,
2.6,2.65,3.44851,-4.76545,14.83356,5.26807,,,,,
2.6,2.7,3.51783,-4.88676,15.18013,5.38938,,,,,
2.6,2.75,3.62181,-4.9734,15.54404,5.52801,,,,,
2.6,2.8,3.69112,-5.12936,15.87329,5.63199,,,,,
2.6,2.85,3.76044,-5.23333,16.2372,5.75329,,,,,
2.6,2.9,3.84709,-5.35464,16.58378,5.8746,,,,,
2.6,2.95,3.9164,-5.47594,16.94768,5.9959,,,,,
2.6,3,3.98572,-5.56258,17.29426,6.13453,,,,,
2.6,3.05,4.07237,-5.68389,17.64084,6.23851,,,,,
2.6,3.1,4.14168,-5.82252,18.02208,6.35981,,,,,
2.6,3.15,4.22833,-5.92649,18.35133,6.48112,,,,,
2.6,3.2,4.31498,-6.03046,18.71523,6.61975,,,,,
2.6,3.25,4.40162,-6.15177,19.07914,6.74106,,,,,
2.6,3.3,4.48827,-6.27307,19.44305,6.86236,,,,,
2.6,3.35,4.57491,-6.39437,19.80696,7.00099,,,,,
2.6,3.4,4.64423,-6.51567,20.15353,7.10497,,,,,
2.6,3.45,4.73088,-6.61965,20.51744,7.2436,,,,,
2.6,3.5,4.81752,-6.74095,20.89868,7.38224,,,,,
2.6,3.55,4.88684,-6.87958,21.27991,7.48621,,,,,
2.6,3.6,4.97349,-7.00088,21.64382,7.62485,,,,,
2.6,3.65,5.06013,-7.10486,22.00773,7.76348,,,,,
2.6,3.7,5.14678,-7.24349,22.40629,7.88478,,,,,
2.6,3.75,5.23342,-7.36479,22.75287,8.00609,,,,,
2.6,3.8,5.30274,-7.48609,23.13411,8.14472,,,,,
2.6,3.85,5.40672,-7.59007,23.51534,8.28336,,,,,
2.6,3.9,5.47603,-7.7287,23.89658,8.42199,,,,,
2.6,3.95,5.56268,-7.85,24.27782,8.54329,,,,,
2.6,4,5.64933,-7.98863,24.67638,8.6646,,,,,
2.6,4.05,5.73597,-8.10993,25.05762,8.80323,,,,,
2.6,4.1,5.82262,-8.23124,25.43885,8.94187,,,,,
2.6,4.15,5.90926,-8.36987,25.82009,9.06317,,,,,
2.6,4.2,5.99591,-8.5085,26.21866,9.2018,,,,,
2.6,4.25,6.08256,-8.6298,26.61722,9.34044,,,,,
2.6,4.3,6.1692,-8.7511,26.99846,9.47907,,,,,
2.6,4.35,6.25585,-8.88974,27.39702,9.60038,,,,,
2.6,4.4,6.34249,-9.01104,27.79559,9.75634,,,,,
2.6,4.45,6.42914,-9.13234,28.17682,9.87764,,,,,
2.6,4.5,6.51579,-9.27097,28.59272,10.01628,,,,,
2.6,4.55,6.61976,-9.4096,29.00861,10.15491,,,,,
2.6,4.6,6.70641,-9.54824,29.38985,10.29354,,,,,
2.6,4.65,6.79305,-9.68687,29.80574,10.41485,,,,,
2.6,4.7,6.89703,-9.80817,30.20431,10.57081,,,,,
2.6,4.75,6.96635,-9.96413,30.63753,10.70945,,,,,
2.6,4.8,7.07032,-10.08543,31.01877,10.84808,,,,,
2.6,4.85,7.15697,-10.20673,31.43466,10.98671,,,,,
2.6,4.9,7.26094,-10.34537,31.85056,11.12535,,,,,
2.6,4.95,7.34759,-10.50133,32.28378,11.26398,,,,,
2.6,5,7.43424,-10.62263,32.717,11.43727,,,,,
2.7,1.5,1.87156,-2.56468,8.02329,2.87665,,,,,
2.7,1.55,1.94087,-2.66865,8.35254,2.98062,,,,,
2.7,1.6,2.02752,-2.78996,8.68179,3.0846,,,,,
2.7,1.65,2.09684,-2.89393,8.99371,3.2059,,,,,
2.7,1.7,2.16615,-3.04989,9.2883,3.25789,,,,,
2.7,1.75,2.2528,-3.08455,9.63488,3.44851,,,,,
2.7,1.8,2.32212,-3.18852,9.96413,3.55248,,,,,
2.7,1.85,2.40876,-3.30982,10.31071,3.67379,,,,,
2.7,1.9,2.47808,-3.4138,10.62263,3.77776,,,,,
2.7,1.95,2.5474,-3.5351,10.98654,3.89907,,,,,
2.7,2,2.65137,-3.62174,11.31578,4.0377,,,,,
2.7,2.05,2.70336,-3.74305,11.66236,4.15901,,,,,
2.7,2.1,2.79,-3.84702,11.99161,4.28031,,,,,
2.7,2.15,2.87665,-3.96832,12.33819,4.40161,,,,,
2.7,2.2,2.9633,-4.0723,12.68477,4.52292,,,,,
2.7,2.25,3.03261,-4.1936,13.03135,4.62689,,,,,
2.7,2.3,3.11926,-4.3149,13.39526,4.76553,,,,,
2.7,2.35,3.20591,-4.41887,13.75916,4.88683,,,,,
2.7,2.4,3.27522,-4.54018,14.10574,5.00814,,,,,
2.7,2.45,3.36187,-4.64415,14.45232,5.14677,,,,,
2.7,2.5,3.43119,-4.76545,14.81623,5.26807,,,,,
2.7,2.55,3.51783,-4.88676,15.18013,5.38938,,,,,
2.7,2.6,3.62181,-4.99073,15.52671,5.51068,,,,,
2.7,2.65,3.69112,-5.11203,15.90795,5.64932,,,,,
2.7,2.7,3.77777,-5.25066,16.28919,5.77062,,,,,
2.7,2.75,3.86442,-5.37197,16.65309,5.89193,,,,,
2.7,2.8,3.95106,-5.49327,17.017,6.03056,,,,,
2.7,2.85,4.02038,-5.59724,17.38091,6.16919,,,,,
2.7,2.9,4.12435,-5.73587,17.77947,6.2905,,,,,
2.7,2.95,4.211,-5.85718,18.14338,6.42913,,,,,
2.7,3,4.28032,-5.97848,18.52462,6.56776,,,,,
2.7,3.05,4.34963,-6.13444,18.88852,6.65441,,,,,
2.7,3.1,4.47094,-6.22108,19.28709,6.8277,,,,,
2.7,3.15,4.54026,-6.35971,19.66832,6.94901,,,,,
2.7,3.2,4.6269,-6.46369,20.06689,7.08764,,,,,
2.7,3.25,4.71355,-6.60232,20.4308,7.22627,,,,,
2.7,3.3,4.80019,-6.72362,20.84669,7.36491,,,,,
2.7,3.35,4.90417,-6.86225,21.24526,7.50354,,,,,
2.7,3.4,4.97349,-6.96623,21.60916,7.64218,,,,,
2.7,3.45,5.07746,-7.10486,22.00773,7.78081,,,,,
2.7,3.5,5.16411,-7.24349,22.40629,7.91944,,,,,
2.7,3.55,5.25075,-7.38212,22.80486,8.04075,,,,,
2.7,3.6,5.3374,-7.52075,23.22075,8.17938,,,,,
2.7,3.65,5.44138,-7.62472,23.60199,8.31801,,,,,
2.7,3.7,5.51069,-7.76336,24.00055,8.45665,,,,,
2.7,3.75,5.61467,-7.88466,24.41645,8.61261,,,,,
2.7,3.8,5.70131,-8.04062,24.83234,8.73392,,,,,
2.7,3.85,5.80529,-8.16192,25.23091,8.88988,,,,,
2.7,3.9,5.87461,-8.30055,25.62947,9.02851,,,,,
2.7,3.95,5.96125,-8.42186,26.04537,9.16715,,,,,
2.7,4,6.06523,-8.57782,26.47859,9.30578,,,,,
2.7,4.05,6.15187,-8.69912,26.87716,9.44441,,,,,
2.7,4.1,6.25585,-8.83775,27.29305,9.58305,,,,,
2.7,4.15,6.35982,-8.99371,27.70894,9.72168,,,,,
2.7,4.2,6.42914,-9.11501,28.10751,9.86031,,,,,
2.7,4.25,6.53312,-9.25364,28.54073,10.01628,,,,,
2.7,4.3,6.61976,-9.39227,28.99128,10.17224,,,,,
2.7,4.35,6.72374,-9.53091,29.40718,10.31087,,,,,
2.7,4.4,6.82771,-9.68687,29.8404,10.46684,,,,,
2.7,4.45,6.89703,-9.8255,30.27362,10.60547,,,,,
2.7,4.5,7.00101,-9.98146,30.72418,10.7441,,,,,
2.7,4.55,7.08765,-10.08543,31.12274,10.90007,,,,,
2.7,4.6,7.19163,-10.24139,31.55596,11.0387,,,,,
2.7,4.65,7.2956,-10.39735,32.00652,11.17733,,,,,
2.7,4.7,7.39958,-10.53598,32.45707,11.35063,,,,,
2.7,4.75,7.48622,-10.67461,32.87296,11.50659,,,,,
2.7,4.8,7.5902,-10.83058,33.30618,11.64522,,,,,
2.7,4.85,7.69417,-10.96921,33.77407,11.80119,,,,,
2.7,4.9,7.78082,-11.10784,34.22462,11.95715,,,,,
2.7,4.95,7.8848,-11.28113,34.67517,12.09578,,,,,
2.7,5,7.98877,-11.41976,35.14305,12.26907,,,,,
2.8,1.5,2.01019,-2.73797,8.57782,3.06727,,,,,
2.8,1.55,2.07951,-2.85927,8.92439,3.18857,,,,,
2.8,1.6,2.18348,-2.98057,9.27097,3.29255,,,,,
2.8,1.65,2.2528,-3.06722,9.60022,3.43118,,,,,
2.8,1.7,2.32212,-3.18852,9.96413,3.55248,,,,,
2.8,1.75,2.40876,-3.30982,10.31071,3.67379,,,,,
2.8,1.8,2.49541,-3.43113,10.67461,3.79509,,,,,
2.8,1.85,2.58205,-3.5351,11.02119,3.93373,,,,,
2.8,1.9,2.65137,-3.63907,11.36777,4.05503,,,,,
2.8,1.95,2.73802,-3.76038,11.73168,4.17634,,,,,
2.8,2,2.80733,-3.88168,12.09559,4.29764,,,,,
2.8,2.05,2.91131,-4.00298,12.45949,4.43627,,,,,
2.8,2.1,2.98063,-4.10695,12.8234,4.57491,,,,,
2.8,2.15,3.06727,-4.24559,13.20464,4.69621,,,,,
2.8,2.2,3.17125,-4.36689,13.56854,4.83484,,,,,
2.8,2.25,3.24056,-4.47086,13.93245,4.97348,,,,,
2.8,2.3,3.32721,-4.59216,14.31369,5.09478,,,,,
2.8,2.35,3.41386,-4.71347,14.6776,5.23342,,,,,
2.8,2.4,3.5005,-4.8521,15.07616,5.35472,,,,,
2.8,2.45,3.58715,-4.9734,15.4574,5.49335,,,,,
2.8,2.5,3.69112,-5.0947,15.83863,5.63199,,,,,
2.8,2.55,3.76044,-5.23333,16.2372,5.77062,,,,,
2.8,2.6,3.86442,-5.35464,16.61843,5.89193,,,,,
2.8,2.65,3.95106,-5.47594,16.99967,6.03056,,,,,
2.8,2.7,4.03771,-5.59724,17.39824,6.16919,,,,,
2.8,2.75,4.12435,-5.71854,17.77947,6.30783,,,,,
2.8,2.8,4.211,-5.85718,18.17804,6.44646,,,,,
2.8,2.85,4.31498,-5.97848,18.59393,6.60242,,,,,
2.8,2.9,4.40162,-6.11711,18.9925,6.74106,,,,,
2.8,2.95,4.48827,-6.25574,19.39106,6.84503,,,,,
2.8,3,4.59224,-6.39437,19.80696,7.01832,,,,,
2.8,3.05,4.67889,-6.533,20.22285,7.15696,,,,,
2.8,3.1,4.78286,-6.65431,20.62142,7.31292,,,,,
2.8,3.15,4.86951,-6.79294,21.03731,7.45155,,,,,
2.8,3.2,4.95616,-6.91424,21.43587,7.59019,,,,,
2.8,3.25,5.06013,-7.05287,21.85177,7.72882,,,,,
2.8,3.3,5.14678,-7.17417,22.26766,7.88478,,,,,
2.8,3.35,5.23342,-7.33013,22.70089,8.02342,,,,,
2.8,3.4,5.3374,-7.46876,23.13411,8.17938,,,,,
2.8,3.45,5.42405,-7.59007,23.53267,8.31801,,,,,
2.8,3.5,5.51069,-7.74603,23.9659,8.45665,,,,,
2.8,3.55,5.61467,-7.88466,24.38179,8.59528,,,,,
2.8,3.6,5.71864,-8.02329,24.81501,8.76857,,,,,
2.8,3.65,5.82262,-8.16192,25.24824,8.90721,,,,,
2.8,3.7,5.89193,-8.31788,25.68146,9.04584,,,,,
2.8,3.75,5.99591,-8.45651,26.11468,9.2018,,,,,
2.8,3.8,6.09989,-8.59514,26.54791,9.34044,,,,,
2.8,3.85,6.20386,-8.73378,26.98113,9.4964,,,,,
2.8,3.9,6.29051,-8.87241,27.44901,9.66969,,,,,
2.8,3.95,6.39448,-9.01104,27.8649,9.80833,,,,,
2.8,4,6.49846,-9.167,28.31546,9.96429,,,,,
2.8,4.05,6.5851,-9.30563,28.74868,10.12025,,,,,
2.8,4.1,6.68908,-9.46159,29.19923,10.27621,,,,,
2.8,4.15,6.79305,-9.60022,29.66711,10.43218,,,,,
2.8,4.2,6.89703,-9.75618,30.11766,10.57081,,,,,
2.8,4.25,7.00101,-9.89481,30.55089,10.72677,,,,,
2.8,4.3,7.10498,-10.05077,31.00144,10.88274,,,,,
2.8,4.35,7.19163,-10.20673,31.46932,11.0387,,,,,
2.8,4.4,7.31293,-10.36269,31.9372,11.19466,,,,,
2.8,4.45,7.41691,-10.50133,32.38775,11.35063,,,,,
2.8,4.5,7.50355,-10.67461,32.87296,11.50659,,,,,
2.8,4.55,7.60753,-10.79592,33.32351,11.67988,,,,,
2.8,4.6,7.7115,-10.96921,33.80872,11.85317,,,,,
2.8,4.65,7.81548,-11.12517,34.2766,11.99181,,,,,
2.8,4.7,7.91945,-11.28113,34.74449,12.14777,,,,,
2.8,4.75,8.02343,-11.45442,35.24702,12.30373,,,,,
2.8,4.8,8.1274,-11.61038,35.69758,12.47702,,,,,
2.8,4.85,8.23138,-11.76634,36.18279,12.63299,,,,,
2.8,4.9,8.33536,-11.90497,36.65067,12.82361,,,,,
2.8,4.95,8.45666,-12.09559,37.17053,12.96224,,,,,
2.8,5,8.56063,-12.25155,37.65574,13.13553,,,,,
2.9,1.5,2.14882,-2.92859,9.167,3.27522,,,,,
2.9,1.55,2.23547,-3.06722,9.53091,3.39652,,,,,
2.9,1.6,2.30479,-3.17119,9.89481,3.51783,,,,,
2.9,1.65,2.40876,-3.29249,10.25872,3.65646,,,,,
2.9,1.7,2.49541,-3.4138,10.65729,3.82975,,,,,
2.9,1.75,2.56472,-3.5351,11.00386,3.9164,,,,,
2.9,1.8,2.6687,-3.6564,11.3851,4.05503,,,,,
2.9,1.85,2.73802,-3.76038,11.73168,4.19366,,,,,
2.9,1.9,2.84199,-3.88168,12.11292,4.3323,,,,,
2.9,1.95,2.92864,-4.00298,12.49415,4.4536,,,,,
2.9,2,2.99796,-4.14161,12.89272,4.59224,,,,,
2.9,2.05,3.10193,-4.28024,13.29128,4.73087,,,,,
2.9,2.1,3.18858,-4.38422,13.67252,4.8695,,,,,
2.9,2.15,3.27522,-4.52285,14.07108,5.00814,,,,,
2.9,2.2,3.36187,-4.64415,14.46965,5.1641,,,,,
2.9,2.25,3.46584,-4.78278,14.86821,5.2854,,,,,
2.9,2.3,3.55249,-4.90408,15.24945,5.42404,,,,,
2.9,2.35,3.65647,-5.04272,15.66534,5.58,,,,,
2.9,2.4,3.76044,-5.14669,16.08124,5.75329,,,,,
2.9,2.45,3.84709,-5.30265,16.4798,5.85727,,,,,
2.9,2.5,3.93373,-5.42395,16.8957,6.01323,,,,,
2.9,2.55,4.02038,-5.57991,17.31159,6.15186,,,,,
2.9,2.6,4.12435,-5.68389,17.71016,6.30783,,,,,
2.9,2.65,4.211,-5.83985,18.14338,6.44646,,,,,
2.9,2.7,4.31498,-5.96115,18.54194,6.60242,,,,,
2.9,2.75,4.41895,-6.11711,18.97517,6.74106,,,,,
2.9,2.8,4.48827,-6.25574,19.39106,6.87969,,,,,
2.9,2.85,4.60957,-6.39437,19.82428,7.03565,,,,,
2.9,2.9,4.69622,-6.533,20.27484,7.19162,,,,,
2.9,2.95,4.80019,-6.67163,20.70806,7.34758,,,,,
2.9,3,4.90417,-6.81027,21.14128,7.48621,,,,,
2.9,3.05,4.99082,-6.9489,21.53985,7.64217,,,,,
2.9,3.1,5.07746,-7.10486,21.9904,7.78081,,,,,
2.9,3.15,5.19877,-7.24349,22.44095,7.93677,,,,,
2.9,3.2,5.30274,-7.36479,22.87417,8.11006,,,,,
2.9,3.25,5.38939,-7.52075,23.3074,8.2487,,,,,
2.9,3.3,5.47603,-7.65938,23.75795,8.42199,,,,,
2.9,3.35,5.58001,-7.79801,24.2085,8.59528,,,,,
2.9,3.4,5.68398,-7.95397,24.64172,8.71659,,,,,
2.9,3.45,5.78796,-8.10993,25.09228,8.87255,,,,,
2.9,3.5,5.89193,-8.24857,25.56016,9.04584,,,,,
2.9,3.55,5.99591,-8.40453,26.01071,9.18447,,,,,
2.9,3.6,6.08256,-8.54316,26.47859,9.32311,,,,,
2.9,3.65,6.20386,-8.69912,26.94647,9.51373,,,,,
2.9,3.7,6.30784,-8.87241,27.41435,9.66969,,,,,
2.9,3.75,6.41181,-9.02837,27.88223,9.82565,,,,,
2.9,3.8,6.51579,-9.14967,28.33278,9.99895,,,,,
2.9,3.85,6.60243,-9.32296,28.81799,10.13758,,,,,
2.9,3.9,6.72374,-9.47892,29.28588,10.31087,,,,,
2.9,3.95,6.82771,-9.61755,29.75376,10.48416,,,,,
2.9,4,6.93169,-9.77351,30.23897,10.65746,,,,,
2.9,4.05,7.05299,-9.92947,30.68952,10.79609,,,,,
2.9,4.1,7.13964,-10.10276,31.17473,10.96938,,,,,
2.9,4.15,7.26094,-10.25872,31.67727,11.14267,,,,,
2.9,4.2,7.36492,-10.39735,32.12782,11.29864,,,,,
2.9,4.25,7.48622,-10.57064,32.64769,11.47193,,,,,
2.9,4.3,7.5902,-10.74393,33.1329,11.62789,,,,,
2.9,4.35,7.69417,-10.89989,33.61811,11.80118,,,,,
2.9,4.4,7.79815,-11.05585,34.10332,11.95715,,,,,
2.9,4.45,7.90212,-11.21181,34.60585,12.14777,,,,,
2.9,4.5,8.02343,-11.3851,35.09106,12.32106,,,,,
2.9,4.55,8.1274,-11.55839,35.62826,12.47702,,,,,
2.9,4.6,8.23138,-11.73168,36.11347,12.65032,,,,,
2.9,4.65,8.35268,-11.87031,36.59868,12.82361,,,,,
2.9,4.7,8.47399,-12.02627,37.13588,13.01423,,,,,
2.9,4.75,8.57796,-12.23422,37.65574,13.17019,,,,,
2.9,4.8,8.68194,-12.37285,38.14095,13.36081,,,,,
2.9,4.85,8.80324,-12.56347,38.66082,13.51678,,,,,
2.9,4.9,8.92455,-12.71943,39.16336,13.7074,,,,,
2.9,4.95,9.02852,-12.91005,39.71789,13.88069,,,,,
2.9,5,9.14983,-13.08333,40.25508,14.05398,,,,,
3,1.5,2.28746,-3.11921,9.75618,3.5005,,,,,
3,1.55,2.3741,-3.25784,10.15475,3.6218,,,,,
3,1.6,2.46075,-3.39647,10.53598,3.76043,,,,,
3,1.65,2.5474,-3.50044,10.91722,3.89907,,,,,
3,1.7,2.65137,-3.62174,11.29846,4.0377,,,,,
3,1.75,2.75535,-3.76038,11.71435,4.17634,,,,,
3,1.8,2.84199,-3.88168,12.11292,4.3323,,,,,
3,1.85,2.92864,-4.02031,12.51148,4.4536,,,,,
3,1.9,3.03261,-4.15894,12.92737,4.59224,,,,,
3,1.95,3.11926,-4.28024,13.32594,4.7482,,,,,
3,2,3.18858,-4.40155,13.7245,4.90416,,,,,
3,2.05,3.30988,-4.54018,14.1404,5.04279,,,,,
3,2.1,3.39653,-4.67881,14.57362,5.19876,,,,,
3,2.15,3.5005,-4.81744,14.98952,5.33739,,,,,
3,2.2,3.60448,-4.95607,15.40541,5.49335,,,,,
3,2.25,3.69112,-5.07737,15.8213,5.64932,,,,,
3,2.3,3.77777,-5.23333,16.25453,5.78795,,,,,
3,2.35,3.88175,-5.38929,16.65309,5.92658,,,,,
3,2.4,3.98572,-5.49327,17.10364,6.08255,,,,,
3,2.45,4.07237,-5.6319,17.53687,6.25584,,,,,
3,2.5,4.17634,-5.77053,17.97009,6.39447,,,,,
3,2.55,4.29765,-5.90916,18.40331,6.56776,,,,,
3,2.6,4.38429,-6.08245,18.87119,6.7064,,,,,
3,2.65,4.48827,-6.20375,19.30442,6.86236,,,,,
3,2.7,4.57491,-6.34238,19.73764,7.01832,,,,,
3,2.75,4.69622,-6.49835,20.18819,7.17429,,,,,
3,2.8,4.80019,-6.63698,20.63874,7.34758,,,,,
3,2.85,4.90417,-6.79294,21.10662,7.50354,,,,,
3,2.9,5.00814,-6.9489,21.53985,7.64217,,,,,
3,2.95,5.09479,-7.08753,22.00773,7.81547,,,,,
3,3,5.2161,-7.24349,22.45828,7.97143,,,,,
3,3.05,5.32007,-7.39945,22.94349,8.14472,,,,,
3,3.1,5.42405,-7.55541,23.41137,8.30068,,,,,
3,3.15,5.52802,-7.71137,23.89658,8.45665,,,,,
3,3.2,5.632,-7.86733,24.36446,8.62994,,,,,
3,3.25,5.73597,-8.00596,24.83234,8.80323,,,,,
3,3.3,5.83995,-8.14459,25.30022,8.97652,,,,,
3,3.35,5.96125,-8.31788,25.78543,9.13249,,,,,
3,3.4,6.06523,-8.47384,26.27064,9.28845,,,,,
3,3.45,6.1692,-8.6298,26.73852,9.46174,,,,,
3,3.5,6.27318,-8.78576,27.22373,9.63503,,,,,
3,3.55,6.37715,-8.92439,27.67429,9.80832,,,,,
3,3.6,6.48113,-9.09768,28.17682,9.96429,,,,,
3,3.65,6.60243,-9.25364,28.67936,10.13758,,,,,
3,3.7,6.72374,-9.42693,29.1819,10.31087,,,,,
3,3.75,6.84504,-9.58289,29.66711,10.46683,,,,,
3,3.8,6.93169,-9.75618,30.16965,10.64013,,,,,
3,3.85,7.03566,-9.91214,30.67219,10.81342,,,,,
3,3.9,7.15697,-10.0681,31.1574,10.98671,,,,,
3,3.95,7.27827,-10.24139,31.6946,11.16,,,,,
3,4,7.38225,-10.41468,32.19713,11.33329,,,,,
3,4.05,7.50355,-10.58797,32.69967,11.50659,,,,,
3,4.1,7.62486,-10.76126,33.23687,11.67988,,,,,
3,4.15,7.72883,-10.91722,33.72208,11.85317,,,,,
3,4.2,7.85014,-11.09051,34.24195,12.04379,,,,,
3,4.25,7.95411,-11.2638,34.77914,12.21708,,,,,
3,4.3,8.09275,-11.43709,35.29901,12.39038,,,,,
3,4.35,8.19672,-11.62771,35.83621,12.56367,,,,,
3,4.4,8.31803,-11.78367,36.33875,12.75429,,,,,
3,4.45,8.43933,-11.93963,36.85861,12.94491,,,,,
3,4.5,8.54331,-12.13024,37.41314,13.1182,,,,,
3,4.55,8.66461,-12.30353,37.95034,13.30882,,,,,
3,4.6,8.78591,-12.47682,38.4702,13.49945,,,,,
3,4.65,8.90722,-12.66744,39.04206,13.67274,,,,,
3,4.7,9.02852,-12.85806,39.61391,13.86336,,,,,
3,4.75,9.14983,-13.03135,40.11645,14.03665,,,,,
3,4.8,9.27113,-13.22197,40.67098,14.2446,,,,,
3,4.85,9.39244,-13.39526,41.24283,14.41789,,,,,
3,4.9,9.51374,-13.58587,41.79736,14.60852,,,,,
3,4.95,9.63505,-13.75916,42.33455,14.79914,,,,,
3,5,9.75635,-13.94978,42.92374,14.98976,,,,,
3.1,1.5,2.42609,-3.32715,10.38002,3.70845,,,,,
3.1,1.55,2.53007,-3.44846,10.79592,3.86441,,,,,
3.1,1.6,2.63404,-3.56976,11.17715,4.02037,,,,,
3.1,1.65,2.72069,-3.7777,11.62771,4.159,,,,,
3.1,1.7,2.82466,-3.84702,12.02627,4.29764,,,,,
3.1,1.75,2.91131,-3.98565,12.44216,4.4536,,,,,
3.1,1.8,3.01528,-4.12428,12.85806,4.59224,,,,,
3.1,1.85,3.11926,-4.26291,13.29128,4.7482,,,,,
3.1,1.9,3.20591,-4.41887,13.7245,4.88683,,,,,
3.1,1.95,3.30988,-4.52285,14.15773,5.07745,,,,,
3.1,2,3.41386,-4.67881,14.59095,5.21609,,,,,
3.1,2.05,3.5005,-4.81744,15.02417,5.37205,,,,,
3.1,2.1,3.60448,-4.9734,15.47473,5.51068,,,,,
3.1,2.15,3.70845,-5.0947,15.90795,5.68397,,,,,
3.1,2.2,3.81243,-5.25066,16.3585,5.83994,,,,,
3.1,2.25,3.9164,-5.38929,16.80905,5.9959,,,,,
3.1,2.3,4.02038,-5.54525,17.2596,6.15186,,,,,
3.1,2.35,4.12435,-5.70121,17.71016,6.30783,,,,,
3.1,2.4,4.22833,-5.82252,18.16071,6.48112,,,,,
3.1,2.45,4.33231,-5.99581,18.62859,6.63708,,,,,
3.1,2.5,4.43628,-6.13444,19.07914,6.79304,,,,,
3.1,2.55,4.54026,-6.2904,19.56435,6.96634,,,,,
3.1,2.6,4.66156,-6.44636,20.0149,7.1223,,,,,
3.1,2.65,4.76554,-6.60232,20.51744,7.29559,,,,,
3.1,2.7,4.88684,-6.74095,20.96799,7.46888,,,,,
3.1,2.75,4.99082,-6.91424,21.47053,7.62485,,,,,
3.1,2.8,5.09479,-7.05287,21.92108,7.79814,,,,,
3.1,2.85,5.2161,-7.22616,22.42362,7.9541,,,,,
3.1,2.9,5.32007,-7.36479,22.8915,8.14472,,,,,
3.1,2.95,5.44138,-7.53808,23.37671,8.31801,,,,,
3.1,3,5.52802,-7.71137,23.87925,8.47398,,,,,
3.1,3.05,5.64933,-7.85,24.36446,8.64727,,,,,
3.1,3.1,5.7533,-8.00596,24.867,8.83789,,,,,
3.1,3.15,5.85728,-8.17925,25.36954,8.99385,,,,,
3.1,3.2,5.99591,-8.33521,25.85475,9.16714,,,,,
3.1,3.25,6.11721,-8.5085,26.37462,9.34044,,,,,
3.1,3.3,6.22119,-8.68179,26.87716,9.51373,,,,,
3.1,3.35,6.34249,-8.82042,27.37969,9.70435,,,,,
3.1,3.4,6.42914,-8.99371,27.88223,9.87764,,,,,
3.1,3.45,6.55045,-9.167,28.4021,10.05093,,,,,
3.1,3.5,6.65442,-9.34029,28.92197,10.22423,,,,,
3.1,3.55,6.79305,-9.51358,29.44184,10.39752,,,,,
3.1,3.6,6.91436,-9.7042,29.9617,10.57081,,,,,
3.1,3.65,7.03566,-9.84283,30.48157,10.77876,,,,,
3.1,3.7,7.15697,-10.01612,30.98411,10.95205,,,,,
3.1,3.75,7.26094,-10.18941,31.53863,11.14267,,,,,
3.1,3.8,7.38225,-10.36269,32.07583,11.31597,,,,,
3.1,3.85,7.50355,-10.53598,32.5957,11.48926,,,,,
