r,h,"FC1,2","FC2,1","FC2,2",FCsum,,,,,
3.1,3.9,7.64219,-10.7266,33.15022,11.67988,,,,,
3.1,3.95,7.74616,-10.89989,33.68742,11.8705,,,,,
3.1,4,7.86747,-11.07318,34.20729,12.06112,,,,,
3.1,4.05,7.98877,-11.24647,34.77914,12.25174,,,,,
3.1,4.1,8.11008,-11.43709,35.31634,12.44236,,,,,
3.1,4.15,8.23138,-11.59305,35.83621,12.63298,,,,,
3.1,4.2,8.35268,-11.78367,36.40806,12.80628,,,,,
3.1,4.25,8.47399,-11.97428,36.97992,12.9969,,,,,
3.1,4.3,8.61262,-12.1649,37.53444,13.20485,,,,,
3.1,4.35,8.7166,-12.33819,38.08897,13.37814,,,,,
3.1,4.4,8.85523,-12.52881,38.64349,13.56876,,,,,
3.1,4.45,8.97654,-12.7021,39.23268,13.77671,,,,,
3.1,4.5,9.11517,-12.89272,39.75254,13.96733,,,,,
3.1,4.55,9.21915,-13.10066,40.37638,14.15796,,,,,
3.1,4.6,9.34045,-13.27395,40.91358,14.3659,,,,,
3.1,4.65,9.47908,-13.4819,41.53742,14.55653,,,,,
3.1,4.7,9.61772,-13.68985,42.12661,14.74715,,,,,
3.1,4.75,9.73902,-13.86314,42.68113,14.93777,,,,,
3.1,4.8,9.89498,-14.03643,43.27031,15.14572,,,,,
3.1,4.85,9.99896,-14.27903,43.91148,15.35367,,,,,
3.1,4.9,10.13759,-14.45232,44.46601,15.56162,,,,,
3.1,4.95,10.2589,-14.66027,45.08985,15.75224,,,,,
3.1,5,10.39753,-14.85088,45.67903,15.96019,,,,,
3.2,1.5,2.59938,-3.51777,11.00386,3.95106,,,,,
3.2,1.55,2.68603,-3.6564,11.43709,4.10702,,,,,
3.2,1.6,2.79,-3.81236,11.88764,4.26298,,,,,
3.2,1.65,2.89398,-3.93366,12.30353,4.40161,,,,,
3.2,1.7,2.99796,-4.10695,12.77141,4.55758,,,,,
3.2,1.75,3.0846,-4.22826,13.18731,4.71354,,,,,
3.2,1.8,3.18858,-4.36689,13.63786,4.88683,,,,,
3.2,1.85,3.29255,-4.52285,14.08841,5.02547,,,,,
3.2,1.9,3.41386,-4.67881,14.55629,5.19876,,,,,
3.2,1.95,3.51783,-4.81744,15.00684,5.35472,,,,,
3.2,2,3.62181,-4.95607,15.4574,5.52801,,,,,
3.2,2.05,3.70845,-5.11203,15.92528,5.68397,,,,,
3.2,2.1,3.82976,-5.26799,16.39316,5.85727,,,,,
3.2,2.15,3.93373,-5.42395,16.87837,6.01323,,,,,
3.2,2.2,4.03771,-5.56258,17.34625,6.18652,,,,,
3.2,2.25,4.15901,-5.71854,17.83146,6.35981,,,,,
3.2,2.3,4.26299,-5.85718,18.28201,6.53311,,,,,
3.2,2.35,4.36696,-6.03046,18.78455,6.68907,,,,,
3.2,2.4,4.48827,-6.18642,19.25243,6.87969,,,,,
3.2,2.45,4.59224,-6.34238,19.75497,7.05298,,,,,
3.2,2.5,4.71355,-6.51567,20.24018,7.20894,,,,,
3.2,2.55,4.83485,-6.67163,20.74272,7.39956,,,,,
3.2,2.6,4.93883,-6.81027,21.22793,7.57286,,,,,
3.2,2.65,5.06013,-7.00088,21.74779,7.72882,,,,,
3.2,2.7,5.18144,-7.15684,22.233,7.91944,,,,,
3.2,2.75,5.30274,-7.29548,22.73554,8.11006,,,,,
3.2,2.8,5.40672,-7.48609,23.25541,8.28335,,,,,
3.2,2.85,5.52802,-7.64205,23.75795,8.45665,,,,,
3.2,2.9,5.632,-7.81534,24.27782,8.62994,,,,,
3.2,2.95,5.7533,-7.98863,24.81501,8.82056,,,,,
3.2,3,5.87461,-8.14459,25.30022,8.99385,,,,,
3.2,3.05,5.99591,-8.33521,25.83742,9.16714,,,,,
3.2,3.1,6.11721,-8.49117,26.37462,9.35776,,,,,
3.2,3.15,6.23852,-8.66446,26.89448,9.54839,,,,,
3.2,3.2,6.34249,-8.83775,27.43168,9.73901,,,,,
3.2,3.25,6.4638,-9.01104,27.96888,9.9123,,,,,
3.2,3.3,6.5851,-9.20166,28.50607,10.10292,,,,,
3.2,3.35,6.72374,-9.37495,29.0606,10.29354,,,,,
3.2,3.4,6.82771,-9.56556,29.54581,10.4495,,,,,
3.2,3.45,6.96635,-9.7042,30.11766,10.67478,,,,,
3.2,3.5,7.07032,-9.89481,30.67219,10.8654,,,,,
3.2,3.55,7.20896,-10.0681,31.22671,11.05603,,,,,
3.2,3.6,7.31293,-10.25872,31.76391,11.24665,,,,,
3.2,3.65,7.46889,-10.44934,32.35309,11.43727,,,,,
3.2,3.7,7.5902,-10.6053,32.89029,11.62789,,,,,
3.2,3.75,7.7115,-10.81325,33.46214,11.81851,,,,,
3.2,3.8,7.83281,-10.98654,33.99934,12.00913,,,,,
3.2,3.85,7.95411,-11.17715,34.58852,12.21708,,,,,
3.2,3.9,8.09275,-11.36777,35.16038,12.4077,,,,,
3.2,3.95,8.23138,-11.54106,35.7149,12.59833,,,,,
3.2,4,8.33536,-11.73168,36.30409,12.80628,,,,,
3.2,4.05,8.47399,-11.93963,36.87594,12.9969,,,,,
3.2,4.1,8.61262,-12.13024,37.46513,13.20485,,,,,
3.2,4.15,8.7166,-12.30353,38.05431,13.39547,,,,,
3.2,4.2,8.87256,-12.51148,38.62616,13.60342,,,,,
3.2,4.25,8.99387,-12.7021,39.23268,13.79404,,,,,
3.2,4.3,9.1325,-12.91005,39.83919,14.01932,,,,,
3.2,4.35,9.27113,-13.08333,40.42837,14.22727,,,,,
3.2,4.4,9.39244,-13.29128,41.01755,14.41789,,,,,
3.2,4.45,9.53107,-13.49923,41.6414,14.62584,,,,,
3.2,4.5,9.66971,-13.68985,42.23058,14.81646,,,,,
3.2,4.55,9.80834,-13.88047,42.81976,15.04174,,,,,
3.2,4.6,9.94697,-14.10574,43.46093,15.24969,,,,,
3.2,4.65,10.06828,-14.29636,44.08477,15.45765,,,,,
3.2,4.7,10.20691,-14.52164,44.70861,15.68292,,,,,
3.2,4.75,10.34554,-14.71225,45.33246,15.89088,,,,,
3.2,4.8,10.48418,-14.9202,45.97363,16.09883,,,,,
3.2,4.85,10.62281,-15.12815,46.59747,16.30678,,,,,
3.2,4.9,10.77878,-15.35342,47.23864,16.53206,,,,,
3.2,4.95,10.91741,-15.56137,47.89714,16.74001,,,,,
3.2,5,11.03871,-15.75199,48.50365,16.96529,,,,,
3.3,1.5,2.73802,-3.74305,11.67969,4.17633,,,,,
3.3,1.55,2.84199,-3.86435,12.11292,4.34963,,,,,
3.3,1.6,2.94597,-4.02031,12.5808,4.50559,,,,,
3.3,1.65,3.04994,-4.17627,13.04868,4.67888,,,,,
3.3,1.7,3.17125,-4.33223,13.53389,4.85217,,,,,
3.3,1.75,3.27522,-4.48819,13.98444,5.00814,,,,,
3.3,1.8,3.3792,-4.62682,14.45232,5.18143,,,,,
3.3,1.85,3.48317,-4.78278,14.9202,5.35472,,,,,
3.3,1.9,3.60448,-4.93874,15.40541,5.51068,,,,,
3.3,1.95,3.72578,-5.0947,15.89062,5.68397,,,,,
3.3,2,3.82976,-5.25066,16.37583,5.85727,,,,,
3.3,2.05,3.95106,-5.40662,16.86104,6.03056,,,,,
3.3,2.1,4.05504,-5.64923,17.34625,6.18652,,,,,
3.3,2.15,4.19367,-5.73587,17.86612,6.37714,,,,,
3.3,2.2,4.29765,-5.89183,18.35133,6.55043,,,,,
3.3,2.25,4.41895,-6.04779,18.85387,6.74106,,,,,
3.3,2.3,4.52293,-6.22108,19.3564,6.89702,,,,,
3.3,2.35,4.64423,-6.37704,19.87627,7.10497,,,,,
3.3,2.4,4.74821,-6.533,20.37881,7.27826,,,,,
3.3,2.45,4.88684,-6.72362,20.91601,7.45155,,,,,
3.3,2.5,4.97349,-6.91424,21.38389,7.60751,,,,,
3.3,2.55,5.12945,-7.05287,21.95574,7.83279,,,,,
3.3,2.6,5.23342,-7.20883,22.47561,8.02342,,,,,
3.3,2.65,5.35473,-7.39945,23.01281,8.19671,,,,,
3.3,2.7,5.47603,-7.55541,23.51534,8.38733,,,,,
3.3,2.75,5.59734,-7.74603,24.0872,8.56062,,,,,
3.3,2.8,5.73597,-7.91932,24.60707,8.75124,,,,,
3.3,2.85,5.85728,-8.09261,25.14426,8.94186,,,,,
3.3,2.9,5.96125,-8.26589,25.68146,9.13248,,,,,
3.3,2.95,6.09989,-8.43918,26.23599,9.32311,,,,,
3.3,3,6.22119,-8.6298,26.79051,9.51373,,,,,
3.3,3.05,6.34249,-8.80309,27.32771,9.70435,,,,,
3.3,3.1,6.4638,-8.99371,27.89956,9.9123,,,,,
3.3,3.15,6.60243,-9.167,28.45409,10.10292,,,,,
3.3,3.2,6.72374,-9.35762,29.04327,10.31087,,,,,
3.3,3.25,6.86237,-9.54824,29.5978,10.50149,,,,,
3.3,3.3,6.98368,-9.72152,30.15232,10.69211,,,,,
3.3,3.35,7.10498,-9.92947,30.75883,10.90006,,,,,
3.3,3.4,7.24361,-10.10276,31.31336,11.09068,,,,,
3.3,3.45,7.36492,-10.29338,31.90254,11.28131,,,,,
3.3,3.5,7.50355,-10.484,32.49173,11.50659,,,,,
3.3,3.55,7.64219,-10.67461,33.06358,11.69721,,,,,
3.3,3.6,7.78082,-10.86523,33.65276,11.90516,,,,,
3.3,3.65,7.91945,-11.05585,34.24195,12.11311,,,,,
3.3,3.7,8.02343,-11.24647,34.8138,12.32106,,,,,
3.3,3.75,8.17939,-11.45442,35.43764,12.51168,,,,,
3.3,3.8,8.31803,-11.61038,35.99217,12.73696,,,,,
3.3,3.85,8.43933,-11.80099,36.59868,12.94491,,,,,
3.3,3.9,8.57796,-12.00894,37.18786,13.13553,,,,,
3.3,3.95,8.69927,-12.21689,37.8117,13.34348,,,,,
3.3,4,8.8379,-12.44216,38.45287,13.55143,,,,,
3.3,4.05,8.97654,-12.63278,39.05939,13.77671,,,,,
3.3,4.1,9.11517,-12.8234,39.6659,13.98466,,,,,
3.3,4.15,9.2538,-13.03135,40.30707,14.20994,,,,,
3.3,4.2,9.39244,-13.2393,40.93091,14.41789,,,,,
3.3,4.25,9.53107,-13.44724,41.53742,14.62584,,,,,
3.3,4.3,9.68703,-13.65519,42.17859,14.85112,,,,,
3.3,4.35,9.82567,-13.88047,42.83709,15.05907,,,,,
3.3,4.4,9.9643,-14.07108,43.42627,15.28435,,,,,
3.3,4.45,10.10294,-14.27903,44.1021,15.50963,,,,,
3.3,4.5,10.24157,-14.50431,44.7606,15.71758,,,,,
3.3,4.55,10.3802,-14.72958,45.40177,15.92553,,,,,
3.3,4.6,10.53617,-14.93753,46.04294,16.15081,,,,,
3.3,4.65,10.6748,-15.14548,46.70144,16.39342,,,,,
3.3,4.7,10.83076,-15.38808,47.37727,16.6187,,,,,
3.3,4.75,10.9694,-15.59603,48.07042,16.84398,,,,,
3.3,4.8,11.14269,-15.80398,48.72892,17.12125,,,,,
3.3,4.85,11.26399,-16.04658,49.40475,17.29454,,,,,
3.3,4.9,11.40263,-16.27186,50.08058,17.51982,,,,,
3.3,4.95,11.55859,-16.4798,50.73908,17.76243,,,,,
3.3,5,11.71455,-16.68775,51.43224,18.02237,,,,,
3.4,1.5,2.91131,-3.95099,12.35552,4.43627,,,,,
3.4,1.55,3.01528,-4.10695,12.8234,4.60956,,,,,
3.4,1.6,3.11926,-4.26291,13.30861,4.76553,,,,,
3.4,1.65,3.22324,-4.40155,13.77649,4.95615,,,,,
3.4,1.7,3.34454,-4.57483,14.29636,5.11211,,,,,
3.4,1.75,3.46584,-4.7308,14.76424,5.2854,,,,,
3.4,1.8,3.58715,-4.88676,15.26678,5.47602,,,,,
3.4,1.85,3.69112,-5.04272,15.76932,5.66664,,,,,
3.4,1.9,3.82976,-5.23333,16.28919,5.82261,,,,,
3.4,1.95,3.93373,-5.38929,16.79172,6.01323,,,,,
3.4,2,4.05504,-5.54525,17.31159,6.18652,,,,,
3.4,2.05,4.17634,-5.71854,17.83146,6.39447,,,,,
3.4,2.1,4.29765,-5.89183,18.35133,6.56776,,,,,
3.4,2.15,4.41895,-6.04779,18.87119,6.74106,,,,,
3.4,2.2,4.54026,-6.22108,19.40839,6.94901,,,,,
3.4,2.25,4.66156,-6.37704,19.92826,7.1223,,,,,
3.4,2.3,4.78286,-6.56766,20.46545,7.31292,,,,,
3.4,2.35,4.90417,-6.74095,20.98532,7.50354,,,,,
3.4,2.4,5.02547,-6.91424,21.53985,7.69416,,,,,
3.4,2.45,5.16411,-7.08753,22.09437,7.88478,,,,,
3.4,2.5,5.28541,-7.26082,22.63157,8.09273,,,,,
3.4,2.55,5.40672,-7.45144,23.16877,8.26602,,,,,
3.4,2.6,5.52802,-7.62472,23.74062,8.47397,,,,,
3.4,2.65,5.66666,-7.79801,24.29515,8.6646,,,,,
3.4,2.7,5.78796,-8.00596,24.88433,8.85522,,,,,
3.4,2.75,5.92659,-8.17925,25.45618,9.06317,,,,,
3.4,2.8,6.06523,-8.36987,26.01071,9.25379,,,,,
3.4,2.85,6.1692,-8.54316,26.56523,9.46174,,,,,
3.4,2.9,6.32517,-8.73378,27.15442,9.66969,,,,,
3.4,2.95,6.44647,-8.90707,27.70894,9.87764,,,,,
3.4,3,6.5851,-9.13234,28.33278,10.06826,,,,,
3.4,3.05,6.72374,-9.30563,28.88731,10.27621,,,,,
3.4,3.1,6.84504,-9.49625,29.49382,10.48416,,,,,
3.4,3.15,6.98368,-9.66954,30.06568,10.69211,,,,,
3.4,3.2,7.10498,-9.86016,30.67219,10.90006,,,,,
3.4,3.25,7.26094,-10.0681,31.26137,11.10801,,,,,
3.4,3.3,7.38225,-10.25872,31.86788,11.31596,,,,,
3.4,3.35,7.52088,-10.46667,32.4744,11.52391,,,,,
3.4,3.4,7.65952,-10.65729,33.08091,11.73186,,,,,
3.4,3.45,7.79815,-10.86523,33.70475,11.95714,,,,,
3.4,3.5,7.95411,-11.07318,34.32859,12.14777,,,,,
3.4,3.55,8.07542,-11.2638,34.9351,12.37304,,,,,
3.4,3.6,8.21405,-11.47175,35.55894,12.581,,,,,
3.4,3.65,8.35268,-11.66236,36.20011,12.80628,,,,,
3.4,3.7,8.49132,-11.87031,36.80663,13.03155,,,,,
3.4,3.75,8.64728,-12.07826,37.4478,13.23951,,,,,
3.4,3.8,8.78591,-12.2862,38.07164,13.46478,,,,,
3.4,3.85,8.94188,-12.49415,38.71281,13.69006,,,,,
3.4,3.9,9.08051,-12.68477,39.31932,13.91534,,,,,
3.4,3.95,9.21915,-12.89272,39.96049,14.12329,,,,,
3.4,4,9.35778,-13.13532,40.63632,14.34857,,,,,
3.4,4.05,9.49641,-13.34327,41.29482,14.57385,,,,,
3.4,4.1,9.65238,-13.56854,41.93599,14.79913,,,,,
3.4,4.15,9.79101,-13.77649,42.61181,15.02441,,,,,
3.4,4.2,9.92964,-14.0191,43.28764,15.24969,,,,,
3.4,4.25,10.08561,-14.22704,43.96347,15.4923,,,,,
3.4,4.3,10.24157,-14.43499,44.60464,15.71758,,,,,
3.4,4.35,10.39753,-14.66027,45.2978,15.94286,,,,,
3.4,4.4,10.5535,-14.88554,45.9563,16.16814,,,,,
3.4,4.45,10.69213,-15.11082,46.64945,16.41075,,,,,
3.4,4.5,10.84809,-15.31877,47.30795,16.63603,,,,,
3.4,4.55,10.98673,-15.56137,48.01844,16.86131,,,,,
3.4,4.6,11.16002,-15.78665,48.71159,17.12125,,,,,
3.4,4.65,11.31598,-16.04658,49.45674,17.34653,,,,,
3.4,4.7,11.47194,-16.25453,50.1499,17.60647,,,,,
3.4,4.75,11.61058,-16.4798,50.82572,17.84907,,,,,
3.4,4.8,11.78387,-16.70508,51.53621,18.09168,,,,,
3.4,4.85,11.9225,-16.96501,52.26402,18.31696,,,,,
3.4,4.9,12.07847,-17.22495,52.99184,18.55957,,,,,
3.4,4.95,12.23443,-17.43289,53.71965,18.81951,,,,,
3.4,5,12.40772,-17.69283,54.44747,19.06212,,,,,
3.5,1.5,3.06727,-4.17627,13.03135,4.67888,,,,,
3.5,1.55,3.18858,-4.3149,13.53389,4.8695,,,,,
3.5,1.6,3.30988,-4.48819,14.05375,5.04279,,,,,
3.5,1.65,3.43119,-4.64415,14.55629,5.23341,,,,,
3.5,1.7,3.55249,-4.81744,15.07616,5.42404,,,,,
3.5,1.75,3.65647,-4.9734,15.5787,5.59733,,,,,
3.5,1.8,3.77777,-5.14669,16.09857,5.78795,,,,,
3.5,1.85,3.89907,-5.31998,16.63576,5.97857,,,,,
3.5,1.9,4.02038,-5.5106,17.17296,6.13453,,,,,
3.5,1.95,4.15901,-5.66656,17.71016,6.34248,,,,,
3.5,2,4.28032,-5.85718,18.26468,6.55043,,,,,
3.5,2.05,4.40162,-6.01314,18.81921,6.74106,,,,,
3.5,2.1,4.54026,-6.20375,19.37373,6.93168,,,,,
3.5,2.15,4.66156,-6.37704,19.91093,7.1223,,,,,
3.5,2.2,4.80019,-6.55033,20.46545,7.33025,,,,,
3.5,2.25,4.9215,-6.72362,21.01998,7.5382,,,,,
3.5,2.3,5.0428,-6.93157,21.59183,7.72882,,,,,
3.5,2.35,5.18144,-7.10486,22.14636,7.91944,,,,,
3.5,2.4,5.32007,-7.29548,22.71821,8.12739,,,,,
3.5,2.45,5.4587,-7.46876,23.29007,8.33534,,,,,
3.5,2.5,5.58001,-7.65938,23.87925,8.52596,,,,,
3.5,2.55,5.71864,-7.83267,24.45111,8.73391,,,,,
3.5,2.6,5.83995,-8.04062,25.04029,8.94186,,,,,
3.5,2.65,5.97858,-8.23124,25.6468,9.14981,,,,,
3.5,2.7,6.11721,-8.43918,26.23599,9.35776,,,,,
3.5,2.75,6.25585,-8.61247,26.82517,9.58304,,,,,
3.5,2.8,6.39448,-8.80309,27.43168,9.79099,,,,,
3.5,2.85,6.53312,-8.99371,28.02086,9.99894,,,,,
3.5,2.9,6.67175,-9.20166,28.64471,10.20689,,,,,
3.5,2.95,6.79305,-9.4096,29.23389,10.41484,,,,,
3.5,3,6.94902,-9.60022,29.8404,10.64012,,,,,
3.5,3.05,7.08765,-9.79084,30.46424,10.84807,,,,,
3.5,3.1,7.20896,-9.99879,31.08808,11.05602,,,,,
3.5,3.15,7.36492,-10.22406,31.71192,11.2813,,,,,
3.5,3.2,7.52088,-10.41468,32.35309,11.50658,,,,,
3.5,3.25,7.65952,-10.63996,33.01159,11.71453,,,,,
3.5,3.3,7.79815,-10.81325,33.61811,11.95714,,,,,
3.5,3.35,7.95411,-11.03852,34.25928,12.16509,,,,,
3.5,3.4,8.09275,-11.24647,34.90045,12.4077,,,,,
3.5,3.45,8.23138,-11.45442,35.54162,12.63298,,,,,
3.5,3.5,8.38734,-11.67969,36.18279,12.8236,,,,,
3.5,3.55,8.54331,-11.87031,36.85861,13.08354,,,,,
3.5,3.6,8.68194,-12.09559,37.51711,13.29149,,,,,
3.5,3.65,8.82057,-12.30353,38.17561,13.5341,,,,,
3.5,3.7,8.97654,-12.54614,38.86877,13.75938,,,,,
3.5,3.75,9.1325,-12.75409,39.50994,13.98466,,,,,
3.5,3.8,9.28846,-12.96203,40.16844,14.20994,,,,,
3.5,3.85,9.4271,-13.18731,40.86159,14.45255,,,,,
3.5,3.9,9.58306,-13.41258,41.52009,14.67783,,,,,
3.5,3.95,9.72169,-13.63786,42.23058,14.90311,,,,,
3.5,4,9.87766,-13.84581,42.88908,15.16305,,,,,
3.5,4.05,10.05095,-14.03643,43.53025,15.38833,,,,,
3.5,4.1,10.18958,-14.31369,44.27539,15.63093,,,,,
3.5,4.15,10.34554,-14.53896,44.96855,15.87354,,,,,
3.5,4.2,10.50151,-14.72958,45.62705,16.11615,,,,,
3.5,4.25,10.65747,-14.98952,46.38952,16.35876,,,,,
3.5,4.3,10.83076,-15.23212,47.10001,16.60137,,,,,
3.5,4.35,10.98673,-15.47473,47.84515,16.84398,,,,,
3.5,4.4,11.14269,-15.71733,48.55563,17.08659,,,,,
3.5,4.45,11.31598,-15.94261,49.24879,17.3292,,,,,
3.5,4.5,11.45461,-16.18521,49.97661,17.58913,,,,,
3.5,4.55,11.62791,-16.41049,50.68709,17.83174,,,,,
3.5,4.6,11.78387,-16.68775,51.46689,18.09168,,,,,
3.5,4.65,11.93983,-16.93036,52.22937,18.33429,,,,,
3.5,4.7,12.13045,-17.17296,52.95718,18.61156,,,,,
3.5,4.75,12.28642,-17.41556,53.70232,18.83684,,,,,
3.5,4.8,12.44238,-17.65817,54.43014,19.09678,,,,,
3.5,4.85,12.61567,-17.90077,55.19261,19.37404,,,,,
3.5,4.9,12.78896,-18.17804,55.97241,19.61665,,,,,
3.5,4.95,12.94493,-18.4553,56.78687,19.87659,,,,,
3.5,5,13.11822,-18.66325,57.53202,20.15386,,,,,
3.6,1.5,3.22324,-4.38422,13.74183,4.95615,,,,,
3.6,1.55,3.36187,-4.55751,14.2617,5.12944,,,,,
3.6,1.6,3.48317,-4.74812,14.81623,5.32006,,,,,
3.6,1.65,3.60448,-4.90408,15.35342,5.52801,,,,,
3.6,1.7,3.72578,-5.07737,15.87329,5.7013,,,,,
3.6,1.75,3.86442,-5.25066,16.44515,5.90925,,,,,
3.6,1.8,3.98572,-5.42395,16.98234,6.09987,,,,,
3.6,1.85,4.12435,-5.61457,17.53687,6.30782,,,,,
3.6,1.9,4.24566,-5.80519,18.10872,6.49845,,,,,
3.6,1.95,4.38429,-5.97848,18.66325,6.68907,,,,,
3.6,2,4.52293,-6.15177,19.2351,6.91435,,,,,
3.6,2.05,4.66156,-6.35971,19.82428,7.10497,,,,,
3.6,2.1,4.78286,-6.533,20.39614,7.31292,,,,,
3.6,2.15,4.9215,-6.70629,20.95066,7.52087,,,,,
3.6,2.2,5.0428,-6.91424,21.55718,7.71149,,,,,
3.6,2.25,5.19877,-7.08753,22.14636,7.93677,,,,,
3.6,2.3,5.32007,-7.27815,22.75287,8.14472,,,,,
3.6,2.35,5.4587,-7.48609,23.34206,8.35267,,,,,
3.6,2.4,5.59734,-7.67671,23.94857,8.57795,,,,,
3.6,2.45,5.73597,-7.86733,24.55508,8.7859,,,,,
3.6,2.5,5.87461,-8.07528,25.14426,8.99385,,,,,
3.6,2.55,6.03057,-8.26589,25.7681,9.21913,,,,,
3.6,2.6,6.1692,-8.47384,26.39195,9.42708,,,,,
3.6,2.65,6.30784,-8.68179,27.01579,9.65236,,,,,
3.6,2.7,6.44647,-8.87241,27.63963,9.86031,,,,,
3.6,2.75,6.5851,-9.08035,28.2808,10.08559,,,,,
3.6,2.8,6.74107,-9.2883,28.88731,10.31087,,,,,
3.6,2.85,6.89703,-9.47892,29.52848,10.53615,,,,,
3.6,2.9,7.01833,-9.7042,30.18698,10.76143,,,,,
3.6,2.95,7.1743,-9.89481,30.81082,10.98671,,,,,
3.6,3,7.31293,-10.12009,31.46932,11.21199,,,,,
3.6,3.05,7.48622,-10.31071,32.09316,11.43727,,,,,
3.6,3.1,7.62486,-10.53598,32.76899,11.66255,,,,,
3.6,3.15,7.76349,-10.76126,33.44482,11.88783,,,,,
3.6,3.2,7.91945,-10.98654,34.10332,12.13043,,,,,
3.6,3.25,8.07542,-11.19448,34.76181,12.35571,,,,,
3.6,3.3,8.21405,-11.41976,35.43764,12.59832,,,,,
3.6,3.35,8.38734,-11.62771,36.09614,12.8236,,,,,
3.6,3.4,8.52598,-11.83565,36.77197,13.06621,,,,,
3.6,3.45,8.68194,-12.07826,37.48245,13.30882,,,,,
3.6,3.5,8.8379,-12.2862,38.15828,13.55143,,,,,
3.6,3.55,8.97654,-12.49415,38.81678,13.79404,,,,,
3.6,3.6,9.14983,-12.73676,39.52727,14.01932,,,,,
3.6,3.65,9.30579,-12.97936,40.23775,14.26193,,,,,
3.6,3.7,9.46175,-13.20464,40.94824,14.50454,,,,,
3.6,3.75,9.61772,-13.41258,41.57208,14.74714,,,,,
3.6,3.8,9.79101,-13.67252,42.33455,14.98975,,,,,
3.6,3.85,9.94697,-13.91512,43.06237,15.23236,,,,,
3.6,3.9,10.12026,-14.10574,43.73819,15.4923,,,,,
3.6,3.95,10.27623,-14.383,44.518,15.71758,,,,,
3.6,4,10.41486,-14.59095,45.19382,15.99485,,,,,
3.6,4.05,10.58815,-14.81623,45.90431,16.23746,,,,,
3.6,4.1,10.74412,-15.07616,46.64945,16.49739,,,,,
3.6,4.15,10.91741,-15.31877,47.41193,16.74,,,,,
3.6,4.2,11.0907,-15.56137,48.15707,16.99994,,,,,
3.6,4.25,11.22933,-15.80398,48.88488,17.25988,,,,,
3.6,4.3,11.40263,-16.06391,49.64736,17.50249,,,,,
3.6,4.35,11.59325,-16.30651,50.40983,17.76243,,,,,
3.6,4.4,11.76654,-16.56645,51.1723,18.03969,,,,,
3.6,4.45,11.9225,-16.80905,51.91745,18.2823,,,,,
3.6,4.5,12.11313,-17.06899,52.71458,18.55957,,,,,
3.6,4.55,12.26909,-17.32892,53.49438,18.80218,,,,,
3.6,4.6,12.44238,-17.57153,54.25685,19.07945,,,,,
3.6,4.65,12.59834,-17.86612,55.08864,19.35671,,,,,
3.6,4.7,12.78896,-18.10872,55.79912,19.61665,,,,,
3.6,4.75,12.94493,-18.36866,56.64824,19.89392,,,,,
3.6,4.8,13.15288,-18.61126,57.42804,20.17119,,,,,
3.6,4.85,13.32617,-18.87119,58.22517,20.44845,,,,,
3.6,4.9,13.49946,-19.16579,59.07429,20.70839,,,,,
3.6,4.95,13.6381,-19.42572,59.87142,20.98566,,,,,
3.6,5,13.82872,-19.68565,60.68588,21.28026,,,,,
3.7,1.5,3.41386,-4.62682,14.46965,5.19876,,,,,
3.7,1.55,3.53516,-4.80011,15.02417,5.40671,,,,,
3.7,1.6,3.67379,-4.99073,15.59603,5.59733,,,,,
3.7,1.65,3.81243,-5.14669,16.13322,5.82261,,,,,
3.7,1.7,3.95106,-5.33731,16.72241,6.03056,,,,,
3.7,1.75,4.07237,-5.52793,17.29426,6.22118,,,,,
3.7,1.8,4.211,-5.71854,17.88345,6.42913,,,,,
3.7,1.85,4.33231,-5.92649,18.48996,6.63708,,,,,
3.7,1.9,4.47094,-6.09978,19.04448,6.84503,,,,,
3.7,1.95,4.6269,-6.2904,19.651,7.05298,,,,,
3.7,2,4.76554,-6.46369,20.24018,7.26093,,,,,
3.7,2.05,4.90417,-6.67163,20.84669,7.48621,,,,,
3.7,2.1,5.0428,-6.86225,21.4532,7.71149,,,,,
3.7,2.15,5.18144,-7.0702,22.07704,7.91944,,,,,
3.7,2.2,5.3374,-7.26082,22.68356,8.12739,,,,,
3.7,2.25,5.4587,-7.45144,23.29007,8.35267,,,,,
3.7,2.3,5.61467,-7.67671,23.94857,8.57795,,,,,
3.7,2.35,5.7533,-7.86733,24.55508,8.80323,,,,,
3.7,2.4,5.89193,-8.07528,25.19625,9.02851,,,,,
3.7,2.45,6.0479,-8.26589,25.82009,9.25379,,,,,
3.7,2.5,6.20386,-8.49117,26.47859,9.47907,,,,,
3.7,2.55,6.34249,-8.69912,27.11976,9.70435,,,,,
3.7,2.6,6.49846,-8.90707,27.76093,9.92963,,,,,
3.7,2.65,6.65442,-9.11501,28.38477,10.15491,,,,,
3.7,2.7,6.79305,-9.35762,29.11259,10.38019,,,,,
3.7,2.75,6.93169,-9.54824,29.7191,10.62279,,,,,
3.7,2.8,7.10498,-9.75618,30.39493,10.84807,,,,,
3.7,2.85,7.24361,-9.98146,31.05343,11.07335,,,,,
3.7,2.9,7.39958,-10.18941,31.71192,11.33329,,,,,
3.7,2.95,7.55554,-10.41468,32.43974,11.5759,,,,,
3.7,3,7.7115,-10.63996,33.09824,11.80118,,,,,
3.7,3.05,7.86747,-10.8479,33.77407,12.04379,,,,,
3.7,3.1,8.02343,-11.09051,34.46722,12.26907,,,,,
3.7,3.15,8.17939,-11.31578,35.16038,12.52901,,,,,
